评价内容(content)	评分（总分5分）(score)
不错，质量非常好，儿子很喜欢，物美价廉！	5
买其他东西送的，还未使用。	5
还行吧，反正是送的，就不评价了	5
刚刚收到货了，初体验还不错，使用一段时间再说	5
电池待机时间长非常耐用	5
买华为手表免费赠送的，谢谢京东！待有时间佩戴体验一下，追加评论。	5
好玩好玩！不错的一个玩具～	5
质量很好调节均匀飞时可高可低孩子喜欢	5
赠品，很好	5
时间长耐用	5
不错，其实质量也一般，主要是是小一点的，还是很满意	5
收到货了，宝宝很喜欢，和实体店一样，质量还好，价钱实惠，满意	5
感觉没啥用，毕竟免费送的东西	5
买来送给朋友家孩子的，孩子很喜欢，很好上手，续航不错	5
挺好的ヾ ^_^?同事们很喜欢，很赞，虽然我没用	5
玩具飞机?? ，质量不错，外甥喜欢，买的生日礼物	5
飞的高度能有效调节噪音不大孩子非常喜欢这款玩具赞?	5
很好的东东，经常在京东购物，质量有保证，物流也很给力，会继续购买的！	5
小孩很喜欢，质量不错，价格比实体店优惠多了，满意	5
买华为手环送的，没啥可评价的，也用不上	5
还行，现在还行！还行，现在还行！	5
东西收到了，很棒，拍摄的挺清晰的，一点也不比贵的差，物超所值	5
遥控飞机质量很好，孩子爱不释手！	5
收到，包装仔细，做工精细，质量很好，操作简单，孩子很喜欢玩。	5
产品很不错！物流也很快！	5
摇控飞机收到了质量很好电池耐用孩子很喜欢	5
开心鸭！哈哈~看了好久才买了，刚好赶上活动！宝贝收到了，很喜欢，买家很有信用！经过我的亲身体验，这家店信誉是相当的不错。太感谢了！网上购物这么激烈，没想到店家的服务这么好，商品的这两好而廉价，我太感谢你了！掌柜的服务态度特别好，发货很快。商品质量也相当不错。太喜欢了，我终于买到想	5
给侄儿的生日礼物，很不错的飞机，孩子很喜欢，刚开始不太会玩，现在学会了，挺好操控的，性价比很高，棒棒的	5
开心鸭！哈哈~看了好久才买了，刚好赶上活动！宝贝收到了，很喜欢，买家很有信用！经过我的亲身体验，这家店信誉是相当的不错。太感谢了！网上购物这么激烈，没想到店家的服务这么好，商品的这两好而廉价，我太感谢你了！掌柜的服务态度特别好，发货很快。商品质量也相当不错。太喜欢了，我终于买到想	5
画面很糊 不知道是不是就我的设备这样	2
无用无用无用无用无用无用无用无用无用无用无用无用无用无用	5
无人机大侄子很喜欢，操控简单，价格实惠，质量杠杠滴，喜欢的可以购买噢	5
没用，一点用没有	5
还行 凑合用用	5
质量很好，飞得稳，孩子很喜欢，简单容易操作，小孩一学就会，待机时间也长，很满意。	5
续航时间长，稳，喜欢满意 操作也简单，蛮好的	5
物流很快，客服态度我很认真，许多操作的问题都一一解答了，孩子跟喜欢。	5
电池耐用，特别好用，满意	5
还没用，不会，没弄明白	5
小东西是赠品，没怎么使用，饭后娱乐玩一玩还是可以的。	5
买东西送的，被我送人了，自己没用，就不作评价了	5
电池质量不错，没用，续航能力强	5
很好用，也很方便，看着样子不错，今后还会购买	5
续航能力不错，这个价格可以买到超值，赞一个	5
飞机挺大的，容易操控，能飞的挺高，电池很耐用，两块换着用，能省很多电池了。	5
真不错这个玩具，孩子爱玩大人也玩的不亦乐乎呢，出去旅游啥的都可以拿着，真不错，质量还好，喜欢	5
赠品，质量做工都很好。值得购买。	5
商品挺好的，物流也很快，商家服务态度好	5
好玩，容易操控。孩子一学就会，电池耐用，质量很好	5
????好评好评！！	5
非常好，很喜欢这个商品，之后还会来购买的，很愉快的一次购物！！！	5
飞机质量特别好，也抗摔，我孩子特别喜欢玩，就是买少了，两个孩子老是抢，以后还会来买的	5
玩具质量很好 快递给力 卖家包装很好 不错	5
物流快包装好	5
送的，反正我不用这东西，巴不得她送我别的。	5
挺好的，孩子玩的很开心，到货速度也快	5
一如既往的支持京东自营，京东自营售后有保障，退货换货方便，产品质量有保证	5
赠品还没用！	5
买了给朋友家小孩做生日礼物的，朋友告诉我说小朋友可喜欢玩了还很耐摔！送礼绝佳	5
真的很不错， 这个价位的东西已经非常不错了	5
物流快，价格优惠，性价比高	5
谢谢老板送的电池	5
简简单单 能用！	5
多给一块电池	5
没什么用，调不好，看不清楚，重影厉害，只好闲置了。	1
续航能力不错。	5
这个东西好像不太实用，准备送给小朋友玩。	5
续航能力不错不错	5
垃圾东西，看都看不清楚，拿来@评分。	1
质量不错，儿子很喜欢，操控性很好	5
满满的廉价感，贴脸部位棉的，没戴一会儿就热死了，绑带超级不舒服调整半天依旧那样，有个地方还起了毛球，我怀疑会不会是二手，就不该信那些给好评的，将就着用吧，反正也不常用，以后再买贵些的	2
电池耐用，很好玩的样子，宝贝很喜欢	5
千万，千万，千万。不要买。根本没有资源，厂家都倒闭了，软件已经停了。	5
飞机质量不错，操作简单，孩子爱玩，还送了电池，电池也耐用。	5
很不错，物美价廉，京东还是值得信赖的！	5
带上去很晕啊，就是个赠品。	5
不怎么样一般一般	2
物流很快，卖家服务态度好，包装精美，操作简单，小孩玩的很开心	5
这价格也就这样吧，清晰度一般般，想体验一下可以考虑，不要抱太高期望	3
买的是体感遥控套装，结果没有遥控，联系客服到现在不给解决，对这样不负责任的商家我只想说再见	1
玩具收到了，拿回来就打开了，邻居家的小宝看到儿子在玩也想要呢	5
期待的模型到手了，飞行平稳，飞行时间久，操控简单，材质结实，超好玩	5
一般吧，不是很好用，毕竟是买手环的赠品	5
送的，感觉还可以吧，个人觉得很搭	5
非常给力的产品，简洁大方，外观漂亮，性能方面非常优越，用上去容易上手，还有的就是京递快的没得说，今天晚上10点下单，第二天早上就到了，这个必须加分，总体十分满意，5星好评？	5
宝贝收到了，迫不及待的打开，飞机不错，颜色漂亮，质量不错，操作简单，上手快，孩子很喜欢，邻居们看见了都称赞很好的机子	5
货已收到，非常好，物流也给力。会持续关注	5
还不错，挺好的，需要用3D电影才能看	5
很不错，时间长了会头晕，不能看长	5
小孩玩得爱不释手！很满意	5
这个是送的，我一直以为这个不清楚，直到后来我带上眼镜才发现，是我近视	5
送的听不错的	5
买华为运动手表送的，算是正经八百的赠品。做工还行，试用效果清晰度还可以，只是我戴着看视频之类的头昏。	5
这个是买手表送的，不多说，当体验一下，快递够快	5
送的礼物有点小味道，还没有用。	5
没用，送给同事了	5
暴風魔眼APP資源大部分不能用。辛好我机智用愛奇藝代替。不然這東西買回來就是個勒瑟。	2
默认好评！默认好评！默认好评！默认好评！	5
还没用过，不知道怎么用 免费送的。	5
还不错吧，够深可以放眼镜这个点倒是不错	5
这个物品应该不错，小米的东西质量都好	5
还没用，看着不错，希望也确实不错吧	5
买手表赠的，感觉效果一般	5
买华为运动手表赠送的，还没有使用，主要担心片源比较少	5
有待体检，希望不会失望吧！必竞是送的嘛！	5
没有预期的好，这价格价位就这样了	3
赠品，质量着实不咋地，边框的海绵居然是用双面胶沾的	3
作为赠品也太不好了，已经扔了	2
赠品来的，用来玩玩可以。	5
东西收到了很不错的	5
暴风魔镜 小D 虚拟现实智能VR眼镜3D头盔 黑色不错	5
买产品赠的，还没使用。	5
手表送的，没有高兴玩呢	5
还没用过，先好评吧，反正是赠送的。	5
买耳机给的赠品。	5
东西很好，满足要求，也便宜	5
您没有填写内容，默认好评	5
不错，很实用	5
使用体验感觉太赤鸡了  很真实的感觉 666！！！	5
有点重，带上脖子疼	5
包装的非常好值得购买	5
给儿子买的生日礼物，儿子很喜欢，质量很好，造型也很漂亮，性价比也很高，值得购买	5
特别满意孩子非常喜欢。孩子爸爸也喜欢	5
不怎么滴好，对焦不好对。	4
东西收到了，孩子很喜欢，爱不释手呢，掌控很好，不过还是需要大人配合一下，快递也很快，总体来说还是很好的吧	5
特别满意孩子非常喜欢。孩子爸爸也喜欢	5
体验不是那么好，观看视屏不清晰	2
这么便宜的东西，竟然出乎意料的好，效果不错，尽管有纱窗效应，但也很清晰。只是眼睛处的海绵垫材质不好，戴一会很热，而且用过几次就开胶脱落，评论里这种情况好像不少，建议改进。	4
飞机很好玩，质量也很好没事的时候就拿出玩玩，客服太好，快递很快。	5
京东自营，发货快服务好，非常非常的好。	5
送侄子的礼物收到了，和商家描述的一样好，包装很精致，而且价格也很优惠，满意	5
买华为的手表赠送的，还不错，向高科技致敬！	5
质量不错，很满意	5
附带赠送的！还没用，不知道效果怎么样	5
到货啦！到货啦！到货啦！真开心孩子期盼已久的终于到了！像过年一样开心。很好的无人机。一定会介绍给朋友的！全五分	5
玩的很带劲，爽！	5
质量不错，很满意	5
无法调节焦距，对近视人群不友好，虽然可以戴着眼镜，但是不舒服	5
东西收到了，外包装完好无破损。谢谢卖家的用心，孩子很喜欢，质量很好，谢谢卖家的推荐，给个五星好评么么哒！	5
很不错的飞机，孩子非常喜欢，操控简单，孩子很快就学会了，东西确实不错，值得购买，	5
质量不错，很满意	5
质量不错，孩子很喜欢，电池续航能力也很好，很满意	5
质量很好，给我个五星好评么么哒！	5
看得电影是1080p的，但是看着仍然不怎么清楚，画面感不强，不符合预期	1
质量不错，很满意	5
很不错，很实用，质量不错，值得推荐	5
宝贝收到了，发货很快，外观很漂亮，操控性很好，续航能力也不错，质量也很好，很满意	5
